employee_id,first_name,last_name,age,department_region,status,join_date,salary,email,phone,performance_score,remote_work
emp1486,eva,williams,40.0,admin-illinois,pending,10/26/2023,98556.29,eva.williams@example.com,-8815793762,poor,true
emp1487,frank,brown,30.0,cloud tech-nevada,inactive,7/4/2021,112792.2,frank.brown@example.com,-9283692943,good,true
emp1488,eva,smith,35.0,hr-florida,pending,11/3/2023,56875.22,eva.smith@example.com,-5511668296,poor,false
emp1489,charlie,jones,35.0,devops-florida,inactive,7/5/2021,101015.96,charlie.jones@example.com,-3270216486,poor,true
emp1490,bob,garcia,30.0,finance-new york,inactive,2/26/2024,83912.22,bob.garcia@example.com,-1206021287,average,false
emp1491,frank,jones,25.0,sales-new york,active,9/29/2021,99669.86,frank.jones@example.com,-6652683414,average,false
emp1492,alice,smith,30.0,admin-new york,active,5/25/2021,52314.97,alice.smith@example.com,-5999101575,excellent,false
emp1493,frank,miller,30.0,hr-california,inactive,10/31/2022,77785.96,frank.miller@example.com,-7647229811,excellent,false
emp1494,alice,jones,30.0,hr-florida,pending,7/2/2022,62430.86,alice.jones@example.com,-995765727,poor,false
emp1495,frank,davis,35.0,admin-california,pending,8/28/2024,98219.54,frank.davis@example.com,-9413475097,good,true
emp1496,grace,williams,25.0,admin-illinois,active,10/21/2024,65494.58,grace.williams@example.com,-8986456521,average,true
emp1497,david,brown,35.0,devops-florida,pending,2/11/2020,110524.1,david.brown@example.com,-368499514,average,false
emp1498,alice,smith,40.0,admin-nevada,active,5/16/2023,106060.54,alice.smith@example.com,-4214477323,poor,false
emp1499,eva,brown,35.0,finance-florida,inactive,7/29/2022,67639.91,eva.brown@example.com,-4913421387,excellent,true
emp1500,grace,davis,,cloud tech-texas,pending,9/18/2023,117653.98,grace.davis@example.com,-2090883069,good,true
emp1501,eva,jones,35.0,devops-texas,inactive,5/10/2020,73539.86,eva.jones@example.com,-5349678273,excellent,true
emp1502,frank,jones,35.0,hr-nevada,pending,8/27/2023,70915.38,frank.jones@example.com,-1176741240,excellent,true
emp1503,david,garcia,25.0,sales-florida,pending,10/16/2021,97652.9,david.garcia@example.com,-5131528546,excellent,false
emp1504,heidi,davis,35.0,hr-florida,inactive,3/6/2022,101571.25,heidi.davis@example.com,-8150618537,excellent,false
emp1505,david,smith,35.0,devops-nevada,active,11/6/2023,87424.46,david.smith@example.com,-32963346,average,true
emp1506,frank,garcia,,hr-new york,pending,11/30/2024,89077.36,frank.garcia@example.com,-2727423182,average,false
emp1507,heidi,williams,30.0,devops-california,pending,7/13/2024,89132.22,heidi.williams@example.com,-617893205,excellent,true
emp1508,frank,garcia,25.0,admin-california,active,3/4/2024,111000.26,frank.garcia@example.com,-4969357823,good,false
emp1509,frank,johnson,35.0,hr-illinois,inactive,8/7/2022,109584.97,frank.johnson@example.com,-3477695873,poor,true
emp1510,bob,smith,40.0,admin-illinois,active,11/11/2024,97648.84,bob.smith@example.com,-1314675360,good,false
emp1511,grace,johnson,25.0,admin-new york,active,12/2/2021,78643.43,grace.johnson@example.com,-2751562778,good,true
emp1512,heidi,davis,30.0,hr-nevada,active,5/14/2024,55656.8,heidi.davis@example.com,-6304483607,good,true
emp1513,charlie,miller,35.0,devops-texas,active,7/14/2022,69146.95,charlie.miller@example.com,-5456676639,excellent,false
emp1514,charlie,johnson,,admin-florida,active,9/22/2020,93013.58,charlie.johnson@example.com,-4735047638,average,true
emp1515,grace,williams,40.0,finance-florida,active,3/18/2020,87364.78,grace.williams@example.com,-2831995297,good,false
emp1516,alice,garcia,35.0,sales-new york,active,10/17/2023,50288.67,alice.garcia@example.com,-61558107,excellent,false
emp1517,david,miller,35.0,hr-new york,active,2/24/2022,85233.55,david.miller@example.com,-3583286341,good,true
emp1518,bob,garcia,25.0,hr-california,inactive,1/30/2024,86420.19,bob.garcia@example.com,-5563830007,good,false
emp1519,grace,johnson,30.0,hr-florida,inactive,3/16/2024,63189.82,grace.johnson@example.com,-1867024402,excellent,false
emp1520,grace,garcia,25.0,admin-new york,pending,9/25/2020,64783.32,grace.garcia@example.com,-3041662410,average,false
emp1521,charlie,davis,25.0,hr-nevada,pending,6/10/2024,52615.44,charlie.davis@example.com,-1860089218,average,false
emp1522,eva,miller,,sales-texas,pending,4/8/2020,96337.89,eva.miller@example.com,-6394568043,poor,false
emp1523,alice,davis,25.0,devops-texas,inactive,6/28/2022,76617.76,alice.davis@example.com,-7314976460,excellent,true
emp1524,heidi,johnson,30.0,admin-nevada,pending,7/14/2023,50651.32,heidi.johnson@example.com,-3684748835,poor,false
emp1525,bob,davis,,hr-illinois,pending,12/6/2023,59601.45,bob.davis@example.com,-765817389,poor,false
emp1526,bob,williams,,devops-illinois,active,8/1/2021,57980.88,bob.williams@example.com,-6375791451,poor,false
emp1527,david,johnson,,admin-california,pending,2/17/2021,75054.53,david.johnson@example.com,-1182379311,average,false
emp1528,charlie,johnson,25.0,sales-florida,active,11/10/2023,115318.7,charlie.johnson@example.com,-6978930745,excellent,false
emp1529,alice,johnson,25.0,devops-texas,active,9/6/2024,90190.69,alice.johnson@example.com,-4520599603,poor,true
emp1530,bob,smith,,cloud tech-nevada,pending,7/26/2020,113334.56,bob.smith@example.com,-3878753576,excellent,false
emp1531,heidi,garcia,35.0,hr-florida,active,7/23/2020,106922.49,heidi.garcia@example.com,-8811616201,excellent,true
emp1532,eva,smith,35.0,devops-california,inactive,2/21/2024,58113.07,eva.smith@example.com,-8123710671,average,true
emp1533,alice,smith,25.0,admin-nevada,pending,12/15/2020,73006.26,alice.smith@example.com,-8728660415,poor,true
emp1534,eva,williams,25.0,hr-california,active,8/21/2020,78054.43,eva.williams@example.com,-4485959223,poor,true
emp1535,eva,miller,40.0,devops-florida,inactive,8/21/2023,112028.67,eva.miller@example.com,-8395894772,excellent,false
emp1536,charlie,garcia,25.0,admin-texas,inactive,4/24/2023,83787.24,charlie.garcia@example.com,-5228705621,good,true
emp1537,heidi,davis,30.0,sales-florida,inactive,6/6/2023,52017.14,heidi.davis@example.com,-7104331874,average,true
emp1538,charlie,jones,40.0,finance-texas,inactive,6/21/2022,53218.06,charlie.jones@example.com,-1097921582,average,false
emp1539,frank,johnson,25.0,devops-nevada,pending,4/20/2024,102053.67,frank.johnson@example.com,-5034469458,average,false
emp1540,david,davis,35.0,sales-illinois,pending,12/5/2023,93276.73,david.davis@example.com,-6488319212,average,false
emp1541,david,johnson,40.0,hr-nevada,pending,8/6/2023,76941.36,david.johnson@example.com,-4249128964,poor,true
emp1542,alice,williams,25.0,devops-new york,pending,10/4/2024,82850.23,alice.williams@example.com,-9994973202,poor,false
emp1543,charlie,johnson,25.0,finance-california,active,11/8/2021,117910.15,charlie.johnson@example.com,-3192227050,good,false
emp1544,david,smith,,devops-florida,inactive,7/31/2024,66450.0,david.smith@example.com,-287675480,average,true
emp1545,heidi,garcia,25.0,finance-florida,inactive,8/31/2020,118646.95,heidi.garcia@example.com,-3866675484,average,false
emp1546,alice,jones,25.0,finance-florida,active,2/15/2023,88436.92,alice.jones@example.com,-8193242686,excellent,false
emp1547,eva,brown,,sales-new york,pending,10/7/2023,81934.55,eva.brown@example.com,-7418652056,poor,false
emp1548,alice,johnson,30.0,finance-california,pending,4/20/2024,93383.06,alice.johnson@example.com,-5639836519,average,false
emp1549,frank,davis,40.0,cloud tech-texas,pending,3/30/2021,50153.79,frank.davis@example.com,-3758309450,good,true
emp1550,eva,smith,,sales-california,pending,8/5/2020,53204.47,eva.smith@example.com,-5480940475,good,false
emp1551,charlie,brown,40.0,cloud tech-california,pending,2/5/2021,63128.04,charlie.brown@example.com,-440907976,poor,false
emp1552,grace,jones,30.0,finance-new york,pending,11/23/2021,57543.6,grace.jones@example.com,-2781050921,good,true
emp1553,bob,brown,40.0,finance-nevada,pending,10/29/2022,59424.52,bob.brown@example.com,-2161070517,good,false
emp1554,alice,smith,,finance-illinois,inactive,11/7/2022,104675.7,alice.smith@example.com,-4390552957,poor,true
emp1555,charlie,garcia,30.0,cloud tech-florida,pending,5/14/2023,92431.25,charlie.garcia@example.com,-660138240,average,false
emp1556,grace,garcia,40.0,sales-nevada,active,7/14/2021,77850.9,grace.garcia@example.com,-2704938619,average,true
emp1557,eva,miller,40.0,admin-new york,inactive,5/18/2023,99001.0,eva.miller@example.com,-4485157918,good,true
emp1558,eva,garcia,,hr-nevada,pending,2/7/2023,94280.83,eva.garcia@example.com,-7111212589,good,true
emp1559,eva,miller,35.0,devops-new york,pending,8/24/2023,118262.56,eva.miller@example.com,-2035713431,average,true
emp1560,frank,brown,25.0,hr-illinois,inactive,4/8/2023,89944.67,frank.brown@example.com,-4064242955,poor,false
emp1561,grace,williams,,hr-florida,active,12/6/2022,57452.93,grace.williams@example.com,-3343244740,good,true
emp1562,alice,davis,25.0,admin-california,active,8/9/2021,97837.32,alice.davis@example.com,-7595587208,excellent,false
emp1563,alice,davis,35.0,admin-illinois,active,1/4/2022,106981.84,alice.davis@example.com,-6289365434,poor,true
emp1564,david,brown,,finance-new york,pending,5/25/2024,105778.36,david.brown@example.com,-8841834373,good,true
emp1565,alice,johnson,40.0,finance-florida,pending,10/2/2021,117608.32,alice.johnson@example.com,-182727954,good,true
emp1566,eva,johnson,30.0,sales-florida,active,7/21/2023,99324.03,eva.johnson@example.com,-9690515025,excellent,false
emp1567,david,garcia,30.0,hr-florida,active,10/30/2023,55212.83,david.garcia@example.com,-7551254277,excellent,true
emp1568,bob,davis,40.0,cloud tech-florida,inactive,2/13/2023,68496.77,bob.davis@example.com,-2079799666,average,false
emp1569,eva,davis,25.0,hr-florida,pending,11/13/2020,52795.84,eva.davis@example.com,-3459576402,poor,false
emp1570,alice,miller,,devops-california,inactive,6/5/2024,90087.39,alice.miller@example.com,-8166496901,poor,false
emp1571,frank,williams,,admin-new york,pending,5/19/2020,105038.08,frank.williams@example.com,-8249839224,average,false
emp1572,grace,smith,25.0,hr-new york,active,9/20/2023,73231.85,grace.smith@example.com,-142576269,poor,false
emp1573,david,johnson,,sales-florida,pending,8/13/2024,102649.36,david.johnson@example.com,-2324412335,poor,false
emp1574,bob,davis,35.0,finance-new york,pending,6/10/2023,114302.51,bob.davis@example.com,-1328507250,poor,false
emp1575,alice,miller,35.0,finance-texas,inactive,6/9/2021,87816.61,alice.miller@example.com,-7863767315,poor,false
emp1576,frank,jones,,sales-florida,inactive,3/30/2020,70750.38,frank.jones@example.com,-2526546967,poor,false
emp1577,frank,miller,,cloud tech-texas,active,5/2/2024,,frank.miller@example.com,-1579039234,excellent,true
emp1578,bob,johnson,30.0,devops-nevada,active,11/6/2024,97978.36,bob.johnson@example.com,-5580996131,poor,true
emp1579,david,johnson,,devops-nevada,inactive,8/17/2023,107172.8,david.johnson@example.com,-7303461561,excellent,true
emp1580,charlie,miller,25.0,finance-nevada,inactive,3/18/2020,56126.46,charlie.miller@example.com,-6244670461,poor,true
emp1581,eva,smith,,cloud tech-illinois,active,6/13/2021,78534.29,eva.smith@example.com,-2681715159,average,true
emp1582,grace,brown,40.0,hr-texas,inactive,10/10/2023,,grace.brown@example.com,-2529867075,good,false
emp1583,bob,johnson,,cloud tech-nevada,active,1/2/2022,114963.34,bob.johnson@example.com,-6046419784,excellent,false
emp1584,eva,miller,,cloud tech-california,inactive,2/20/2022,77657.93,eva.miller@example.com,-7585126860,poor,false
emp1585,heidi,davis,30.0,sales-new york,active,3/9/2024,77369.48,heidi.davis@example.com,-2059438975,average,false
emp1586,eva,miller,30.0,hr-nevada,pending,8/19/2023,76119.14,eva.miller@example.com,-740177508,good,false
emp1587,charlie,williams,25.0,cloud tech-texas,pending,5/6/2023,77585.72,charlie.williams@example.com,-5465408423,excellent,false
emp1588,bob,brown,35.0,admin-nevada,pending,1/26/2024,74069.62,bob.brown@example.com,-5607540914,good,false
emp1589,charlie,jones,30.0,admin-new york,pending,9/5/2024,67691.92,charlie.jones@example.com,-863218121,average,true
emp1590,alice,smith,,finance-nevada,pending,5/29/2020,70345.69,alice.smith@example.com,-7645793896,excellent,true
emp1591,bob,garcia,30.0,devops-illinois,inactive,11/8/2021,74999.69,bob.garcia@example.com,-155029167,good,true
emp1592,david,jones,25.0,hr-illinois,active,1/31/2021,72245.02,david.jones@example.com,-1546602415,poor,true
emp1593,eva,brown,,admin-illinois,pending,1/16/2022,106538.98,eva.brown@example.com,-1394498829,excellent,false
emp1594,charlie,brown,25.0,hr-new york,active,12/29/2023,101787.14,charlie.brown@example.com,-5973642479,good,false
emp1595,frank,brown,30.0,devops-nevada,inactive,12/2/2024,83596.78,frank.brown@example.com,-9624406305,average,false
emp1596,eva,jones,40.0,sales-texas,active,8/15/2023,92463.94,eva.jones@example.com,-2447951329,average,true
emp1597,charlie,davis,,admin-california,pending,12/20/2024,93863.32,charlie.davis@example.com,-5319497968,excellent,false
emp1598,alice,brown,,devops-texas,pending,3/31/2023,78359.41,alice.brown@example.com,-5867805554,good,false
emp1599,alice,miller,,hr-illinois,pending,8/24/2022,95773.57,alice.miller@example.com,-7277382645,excellent,false
emp1600,grace,jones,30.0,sales-nevada,inactive,10/1/2020,82529.08,grace.jones@example.com,-917851384,excellent,true
emp1601,grace,garcia,35.0,sales-texas,pending,5/4/2021,109358.73,grace.garcia@example.com,-4457702991,good,false
emp1602,charlie,brown,,admin-florida,active,1/1/2021,89645.01,charlie.brown@example.com,-9596604872,good,true
emp1603,charlie,miller,40.0,hr-texas,active,4/8/2024,84134.95,charlie.miller@example.com,-6826911632,poor,true
emp1604,frank,davis,30.0,cloud tech-nevada,active,11/26/2022,113540.83,frank.davis@example.com,-1942268652,good,true
emp1605,heidi,williams,40.0,cloud tech-texas,pending,10/25/2021,57225.75,heidi.williams@example.com,-6945515887,average,true
emp1606,eva,davis,35.0,sales-illinois,pending,12/22/2020,76366.17,eva.davis@example.com,-6367747225,excellent,false
emp1607,bob,garcia,,hr-florida,active,11/23/2022,78408.95,bob.garcia@example.com,-4085721695,excellent,true
emp1608,frank,brown,40.0,finance-illinois,active,10/24/2022,111742.4,frank.brown@example.com,-6630932997,average,true
emp1609,david,garcia,25.0,sales-nevada,inactive,3/9/2021,60516.83,david.garcia@example.com,-1996059328,good,false
emp1610,bob,jones,30.0,finance-california,pending,8/20/2020,83706.17,bob.jones@example.com,-7150968831,average,false
emp1611,david,johnson,,admin-nevada,inactive,2/15/2020,67056.92,david.johnson@example.com,-7532735240,average,true
emp1612,charlie,brown,30.0,devops-illinois,active,12/29/2024,90058.85,charlie.brown@example.com,-397739731,poor,false
emp1613,eva,johnson,30.0,sales-florida,pending,2/28/2023,94633.59,eva.johnson@example.com,-7819523709,average,true
emp1614,eva,miller,25.0,admin-florida,pending,8/23/2022,110711.17,eva.miller@example.com,-687616480,excellent,true
emp1615,grace,williams,,admin-illinois,active,6/30/2023,96175.41,grace.williams@example.com,-9807704604,average,true
emp1616,frank,smith,40.0,sales-illinois,active,4/15/2021,76474.79,frank.smith@example.com,-6876112490,excellent,true
emp1617,alice,garcia,30.0,sales-illinois,pending,5/9/2022,107855.99,alice.garcia@example.com,-2565237340,excellent,false
emp1618,charlie,davis,40.0,sales-illinois,active,12/2/2024,104870.78,charlie.davis@example.com,-5177345474,excellent,true
emp1619,bob,williams,25.0,finance-nevada,active,5/20/2023,,bob.williams@example.com,-7494902283,good,false
emp1620,grace,brown,,finance-california,active,11/29/2023,87087.16,grace.brown@example.com,-359544293,poor,false
emp1621,heidi,johnson,40.0,hr-illinois,pending,4/8/2024,108603.34,heidi.johnson@example.com,-7742229463,excellent,false
emp1622,grace,davis,30.0,hr-florida,active,10/25/2024,55867.23,grace.davis@example.com,-3039429044,excellent,false
emp1623,grace,johnson,35.0,admin-texas,pending,3/2/2024,105259.57,grace.johnson@example.com,-8867925297,good,true
emp1624,bob,jones,,cloud tech-florida,pending,2/24/2021,98143.67,bob.jones@example.com,-5856728726,excellent,false
emp1625,frank,johnson,25.0,admin-florida,pending,4/13/2023,67754.29,frank.johnson@example.com,-6015343323,average,true
emp1626,grace,jones,,hr-illinois,inactive,10/25/2023,77821.79,grace.jones@example.com,-9135779082,average,false
emp1627,heidi,miller,30.0,hr-illinois,pending,9/17/2022,67764.44,heidi.miller@example.com,-3506158147,poor,false
emp1628,frank,davis,40.0,devops-new york,pending,8/31/2020,102346.99,frank.davis@example.com,-8810798333,excellent,true
emp1629,charlie,davis,25.0,admin-illinois,inactive,5/28/2024,73690.65,charlie.davis@example.com,-2337209483,good,true
emp1630,alice,smith,30.0,finance-nevada,active,7/5/2024,56376.2,alice.smith@example.com,-1312840332,average,true
emp1631,grace,brown,25.0,cloud tech-california,active,1/29/2022,55602.78,grace.brown@example.com,-9977180512,good,false
emp1632,grace,jones,40.0,sales-nevada,pending,8/9/2021,99812.41,grace.jones@example.com,-7171731892,good,false
emp1633,charlie,smith,40.0,finance-texas,active,10/7/2024,95981.9,charlie.smith@example.com,-9749096172,average,true
emp1634,eva,johnson,30.0,cloud tech-illinois,pending,11/22/2022,98891.48,eva.johnson@example.com,-9970469471,good,true
emp1635,alice,johnson,35.0,admin-nevada,active,11/18/2020,56079.0,alice.johnson@example.com,-5878444834,average,true
emp1636,grace,smith,35.0,devops-florida,inactive,4/15/2023,,grace.smith@example.com,-4884712704,good,true
emp1637,bob,davis,25.0,sales-california,pending,8/26/2024,89137.97,bob.davis@example.com,-8772216416,average,false
emp1638,frank,johnson,35.0,admin-illinois,active,7/20/2022,115079.97,frank.johnson@example.com,-5823133483,excellent,true
emp1639,eva,garcia,30.0,finance-illinois,active,2/18/2023,55067.02,eva.garcia@example.com,-5871493924,poor,true
emp1640,bob,miller,,hr-illinois,pending,5/27/2021,98593.43,bob.miller@example.com,-2362292586,average,true
emp1641,heidi,miller,30.0,hr-florida,pending,8/1/2022,112756.67,heidi.miller@example.com,-9643474523,average,true
emp1642,heidi,garcia,25.0,hr-texas,inactive,7/21/2023,105205.92,heidi.garcia@example.com,-5557469659,poor,false
emp1643,david,smith,35.0,finance-california,pending,1/2/2023,50680.62,david.smith@example.com,-6065274032,average,true
emp1644,david,garcia,35.0,cloud tech-florida,pending,3/13/2024,107475.23,david.garcia@example.com,-4450566587,average,false
emp1645,charlie,jones,40.0,hr-california,active,3/20/2023,68835.3,charlie.jones@example.com,-3398741131,good,true
emp1646,david,jones,40.0,devops-new york,active,2/15/2024,66943.96,david.jones@example.com,-5797067348,poor,true
emp1647,david,smith,30.0,admin-illinois,inactive,11/15/2020,104525.69,david.smith@example.com,-9601054856,excellent,false
emp1648,bob,garcia,40.0,sales-texas,pending,3/27/2020,109360.74,bob.garcia@example.com,-4172156228,average,true
emp1649,frank,jones,40.0,sales-california,inactive,1/9/2021,118907.63,frank.jones@example.com,-4938173597,poor,false
emp1650,eva,davis,40.0,admin-illinois,active,4/20/2020,86801.48,eva.davis@example.com,-4884021556,good,false
emp1651,alice,garcia,,hr-florida,pending,5/8/2024,62236.03,alice.garcia@example.com,-3257375533,excellent,true
emp1652,heidi,davis,35.0,devops-texas,active,10/12/2023,64752.67,heidi.davis@example.com,-4902166669,poor,false
emp1653,frank,jones,35.0,sales-california,active,1/28/2023,68399.43,frank.jones@example.com,-8085096084,excellent,false
emp1654,frank,miller,35.0,admin-florida,inactive,3/7/2021,79336.51,frank.miller@example.com,-8749511917,excellent,false
emp1655,frank,jones,40.0,hr-florida,active,3/16/2023,59179.74,frank.jones@example.com,-1828197930,excellent,false
emp1656,david,davis,25.0,devops-california,active,2/11/2023,80255.31,david.davis@example.com,-6477251294,average,false
emp1657,charlie,williams,30.0,finance-texas,active,5/13/2022,84971.85,charlie.williams@example.com,-7860694095,average,false
emp1658,frank,brown,40.0,hr-california,pending,10/24/2024,89748.42,frank.brown@example.com,-35624394,good,false
emp1659,charlie,johnson,25.0,admin-california,inactive,9/14/2024,94090.35,charlie.johnson@example.com,-8739592322,good,false
emp1660,frank,garcia,35.0,hr-california,pending,2/15/2023,115229.12,frank.garcia@example.com,-4210890284,poor,true
emp1661,alice,williams,40.0,cloud tech-california,pending,5/25/2023,63927.07,alice.williams@example.com,-1553334263,good,true
emp1662,charlie,jones,35.0,hr-california,pending,11/11/2022,84124.56,charlie.jones@example.com,-3350271606,excellent,false
emp1663,bob,miller,40.0,sales-california,inactive,7/17/2023,116961.61,bob.miller@example.com,-3607763368,excellent,true
emp1664,frank,smith,40.0,devops-illinois,pending,4/8/2022,109423.05,frank.smith@example.com,-1128981230,average,false
emp1665,charlie,jones,35.0,admin-california,inactive,8/30/2023,70394.94,charlie.jones@example.com,-7955633184,excellent,false
emp1666,grace,miller,35.0,finance-california,pending,4/17/2023,86465.5,grace.miller@example.com,-7481700665,poor,true
emp1667,charlie,brown,30.0,cloud tech-new york,pending,4/25/2021,96341.58,charlie.brown@example.com,-1554164315,excellent,false
emp1668,bob,jones,30.0,admin-florida,active,7/14/2020,54465.47,bob.jones@example.com,-7045023289,excellent,false
emp1669,alice,davis,25.0,finance-illinois,active,7/31/2020,68371.66,alice.davis@example.com,-2822700933,poor,false
emp1670,grace,smith,35.0,admin-new york,pending,8/4/2021,81021.23,grace.smith@example.com,-5962622821,good,false
emp1671,charlie,miller,25.0,cloud tech-nevada,inactive,10/28/2024,114069.07,charlie.miller@example.com,-5120734653,good,true
emp1672,heidi,miller,,hr-illinois,inactive,10/3/2020,117867.96,heidi.miller@example.com,-9500507025,poor,false
emp1673,charlie,miller,,sales-florida,pending,3/13/2024,94509.58,charlie.miller@example.com,-869822104,average,false
emp1674,eva,brown,35.0,finance-illinois,active,7/6/2024,56268.78,eva.brown@example.com,-3161177686,excellent,false
emp1675,grace,jones,35.0,admin-california,active,1/1/2020,86632.14,grace.jones@example.com,-2904774257,poor,true
emp1676,charlie,brown,35.0,hr-florida,pending,1/18/2020,98143.9,charlie.brown@example.com,-5917793237,excellent,false
emp1677,heidi,garcia,35.0,cloud tech-florida,inactive,5/7/2023,,heidi.garcia@example.com,-2231164912,average,true
emp1678,frank,johnson,30.0,finance-illinois,inactive,3/19/2022,67492.73,frank.johnson@example.com,-3424579888,excellent,true
emp1679,grace,johnson,40.0,admin-california,active,5/14/2022,93772.61,grace.johnson@example.com,-4256529059,poor,false
emp1680,eva,garcia,35.0,devops-nevada,pending,7/14/2024,68817.54,eva.garcia@example.com,-3202032649,excellent,false
emp1681,bob,jones,30.0,admin-california,active,7/28/2023,81874.01,bob.jones@example.com,-9775396736,good,true
emp1682,heidi,davis,30.0,hr-texas,active,4/11/2020,117880.14,heidi.davis@example.com,-9487148551,average,false
emp1683,bob,brown,35.0,hr-new york,pending,6/16/2022,100897.49,bob.brown@example.com,-4578715840,average,true
emp1684,charlie,smith,25.0,finance-new york,inactive,5/10/2022,71810.37,charlie.smith@example.com,-5608213710,average,true
emp1685,frank,miller,40.0,devops-texas,inactive,6/13/2020,109048.24,frank.miller@example.com,-8425476817,poor,false
emp1686,alice,miller,35.0,finance-texas,pending,8/20/2022,62712.26,alice.miller@example.com,-2683230357,average,false
emp1687,eva,jones,40.0,cloud tech-texas,pending,5/24/2021,76935.85,eva.jones@example.com,-9298808582,good,true
emp1688,david,davis,25.0,admin-florida,pending,4/27/2024,56577.22,david.davis@example.com,-8252129327,poor,true
emp1689,david,johnson,40.0,finance-nevada,inactive,10/23/2021,61102.8,david.johnson@example.com,-9634064685,good,true
emp1690,bob,johnson,35.0,finance-nevada,inactive,2/10/2021,75229.87,bob.johnson@example.com,-7752401483,excellent,true
emp1691,david,miller,25.0,admin-nevada,inactive,10/26/2021,51054.74,david.miller@example.com,-3991062271,excellent,false
emp1692,bob,jones,40.0,admin-texas,active,4/5/2023,104843.27,bob.jones@example.com,-3626693350,excellent,false
emp1693,charlie,brown,35.0,cloud tech-new york,active,10/20/2022,56398.11,charlie.brown@example.com,-3426192371,excellent,false
emp1694,alice,johnson,25.0,hr-nevada,active,12/7/2023,87544.73,alice.johnson@example.com,-4501848196,good,false
emp1695,heidi,brown,30.0,hr-illinois,pending,3/29/2024,74312.24,heidi.brown@example.com,-3741897214,poor,false
emp1696,david,davis,25.0,devops-florida,inactive,1/23/2024,59431.25,david.davis@example.com,-4064176926,poor,true
emp1697,heidi,johnson,40.0,sales-california,pending,11/28/2023,84306.44,heidi.johnson@example.com,-4381199536,average,false
emp1698,frank,johnson,35.0,devops-florida,inactive,11/11/2024,108194.47,frank.johnson@example.com,-6601444855,good,false
emp1699,charlie,williams,25.0,sales-new york,inactive,8/28/2021,107359.3,charlie.williams@example.com,-4510173972,excellent,false
emp1700,heidi,johnson,25.0,devops-illinois,inactive,2/11/2024,,heidi.johnson@example.com,-9641789968,good,false
emp1701,frank,garcia,,admin-california,pending,5/9/2020,96080.26,frank.garcia@example.com,-8609191910,average,false
emp1702,grace,smith,30.0,sales-nevada,inactive,4/17/2024,88602.75,grace.smith@example.com,-3599660576,average,true
emp1703,frank,garcia,40.0,devops-california,active,7/16/2020,86624.04,frank.garcia@example.com,-9806603919,good,true
emp1704,charlie,jones,30.0,cloud tech-new york,active,9/21/2022,63413.16,charlie.jones@example.com,-5146074554,good,true
emp1705,grace,jones,40.0,sales-illinois,pending,4/23/2023,67915.7,grace.jones@example.com,-3470574237,good,false
emp1706,bob,brown,25.0,admin-nevada,inactive,12/27/2024,108245.44,bob.brown@example.com,-8565271558,poor,true
emp1707,alice,garcia,35.0,sales-nevada,inactive,8/10/2024,75834.81,alice.garcia@example.com,-8354116596,excellent,true
emp1708,eva,garcia,,cloud tech-nevada,active,9/4/2024,71273.32,eva.garcia@example.com,-2634755751,good,false
emp1709,bob,garcia,25.0,devops-new york,pending,2/28/2022,63262.23,bob.garcia@example.com,-2501394883,good,false
emp1710,david,davis,,devops-new york,pending,3/14/2024,89069.91,david.davis@example.com,-8826913118,good,false
emp1711,frank,johnson,40.0,devops-nevada,inactive,12/13/2024,57287.17,frank.johnson@example.com,-6425856260,average,true
emp1712,grace,smith,,hr-nevada,active,12/29/2022,119890.35,grace.smith@example.com,-4991537037,average,true
emp1713,frank,brown,35.0,sales-california,inactive,4/24/2022,103492.91,frank.brown@example.com,-2407333372,poor,false
emp1714,frank,garcia,,admin-illinois,pending,3/14/2021,76254.42,frank.garcia@example.com,-2043097767,excellent,false
emp1715,eva,garcia,35.0,finance-florida,inactive,1/1/2020,100841.93,eva.garcia@example.com,-8936289695,poor,true
emp1716,alice,williams,,admin-california,active,9/7/2021,118907.61,alice.williams@example.com,-4546553584,excellent,true
emp1717,frank,brown,25.0,devops-california,pending,11/13/2022,88942.62,frank.brown@example.com,-1253892186,average,false
emp1718,charlie,garcia,25.0,cloud tech-florida,inactive,11/15/2020,59688.57,charlie.garcia@example.com,-8519358373,average,false
emp1719,david,brown,30.0,hr-california,active,3/14/2023,77985.88,david.brown@example.com,-9079779611,average,true
emp1720,bob,johnson,35.0,finance-new york,inactive,8/18/2024,112931.69,bob.johnson@example.com,-878057214,poor,false
emp1721,bob,williams,,devops-california,active,2/5/2024,106583.88,bob.williams@example.com,-1494097625,good,true
emp1722,alice,brown,35.0,hr-florida,inactive,11/12/2024,58437.84,alice.brown@example.com,-3748453985,good,true
emp1723,alice,smith,40.0,cloud tech-california,pending,3/25/2020,72352.16,alice.smith@example.com,-2895090590,average,true
emp1724,frank,smith,,devops-new york,active,4/13/2020,97154.47,frank.smith@example.com,-1918623391,good,true
emp1725,heidi,jones,,sales-illinois,active,3/30/2021,80235.5,heidi.jones@example.com,-2071511695,good,false
emp1726,charlie,williams,30.0,hr-texas,inactive,3/16/2023,102172.05,charlie.williams@example.com,-6672521451,poor,false
emp1727,eva,williams,25.0,finance-illinois,inactive,5/3/2024,98850.94,eva.williams@example.com,-6471246334,excellent,true
emp1728,heidi,jones,,admin-florida,inactive,8/28/2023,89993.15,heidi.jones@example.com,-1571840907,average,true
